Train_ID,Train_Name,Source,Destination,Route,Date,Departure_Time,Day_of_Week,Is_Weekend,Is_Holiday,Platform_Number,Num_Coaches,Seat_Capacity,Passenger_Count,Seat_Occupancy_Percent,Delay_Minutes,Weather,Season,Demand_Level
TR390,Garib Rath,Delhi,Pune,Delhi-Pune,07-02-2025,00:22,Friday,0,0,3,9,648,455,70.22,10,Cloudy,Winter,Medium
TR536,Duronto Express,Kolkata,Pune,Kolkata-Pune,12-02-2025,03:41,Wednesday,0,0,2,11,792,734,92.68,32,Cloudy,Winter,High
TR908,Garib Rath,Hyderabad,Nagpur,Hyderabad-Nagpur,20-04-2025,11:16,Sunday,1,1,1,10,720,563,78.19,11,Cloudy,Winter,Medium
TR834,Rajdhani Express,Bangalore,Pune,Bangalore-Pune,07-02-2025,06:26,Friday,0,0,7,11,792,441,55.68,0,Cloudy,Monsoon,Low
TR101,Duronto Express,Kolkata,Nagpur,Kolkata-Nagpur,06-06-2025,20:19,Friday,0,0,6,20,1440,1205,83.68,9,Fog,Winter,Medium
TR997,Intercity Express,Mumbai,Lucknow,Mumbai-Lucknow,19-03-2025,02:47,Wednesday,0,0,8,13,936,972,103.85,0,Fog,Summer,High
TR740,Intercity Express,Chennai,Nagpur,Chennai-Nagpur,23-12-2025,06:20,Tuesday,0,0,6,14,1008,681,67.56,0,Fog,Winter,Medium
TR179,Intercity Express,Chennai,Ahmedabad,Chennai-Ahmedabad,21-02-2025,03:35,Friday,0,0,2,16,1152,672,58.33,14,Clear,Summer,Low
TR880,Intercity Express,Mumbai,Vizag,Mumbai-Vizag,30-01-2025,21:23,Thursday,0,0,6,11,792,612,77.27,0,Rainy,Summer,Medium
TR797,Rajdhani Express,Bangalore,Ahmedabad,Bangalore-Ahmedabad,11-09-2025,23:08,Thursday,0,0,4,16,1152,1042,90.45,34,Fog,Winter,High
TR258,Intercity Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,15-06-2025,20:55,Sunday,1,0,10,9,648,458,70.68,0,Clear,Winter,Medium
TR663,Garib Rath,Mumbai,Jaipur,Mumbai-Jaipur,07-07-2025,00:34,Monday,0,0,3,14,1008,746,74.01,6,Cloudy,Winter,Medium
TR255,Intercity Express,Chennai,Lucknow,Chennai-Lucknow,04-06-2025,08:49,Wednesday,0,0,2,20,1440,1070,74.31,15,Rainy,Summer,Medium
TR117,Duronto Express,Mumbai,Jaipur,Mumbai-Jaipur,11-10-2025,18:40,Saturday,1,0,10,11,792,766,96.72,9,Cloudy,Winter,High
TR278,Rajdhani Express,Chennai,Jaipur,Chennai-Jaipur,22-02-2025,06:23,Saturday,1,0,10,18,1296,1037,80.02,11,Rainy,Monsoon,Medium
TR434,Duronto Express,Mumbai,Jaipur,Mumbai-Jaipur,14-03-2025,19:09,Friday,0,0,4,17,1224,697,56.94,16,Rainy,Monsoon,Low
TR854,Garib Rath,Chennai,Pune,Chennai-Pune,08-09-2025,15:01,Monday,0,0,5,15,1080,633,58.61,15,Rainy,Monsoon,Low
TR361,Garib Rath,Bangalore,Vizag,Bangalore-Vizag,22-07-2025,16:52,Tuesday,0,1,10,10,720,429,59.58,0,Cloudy,Summer,Low
TR929,Garib Rath,Chennai,Pune,Chennai-Pune,08-07-2025,05:23,Tuesday,0,0,8,20,1440,1451,100.76,18,Clear,Winter,High
TR866,Intercity Express,Chennai,Pune,Chennai-Pune,16-07-2025,18:33,Wednesday,0,0,4,14,1008,673,66.77,0,Fog,Monsoon,Medium
TR114,Garib Rath,Mumbai,Nagpur,Mumbai-Nagpur,05-02-2025,23:31,Wednesday,0,0,3,10,720,697,96.81,0,Clear,Summer,High
TR700,Intercity Express,Kolkata,Nagpur,Kolkata-Nagpur,17-06-2025,03:00,Tuesday,0,0,2,12,864,793,91.78,20,Cloudy,Monsoon,High
TR921,Shatabdi Express,Mumbai,Jaipur,Mumbai-Jaipur,30-11-2025,20:31,Sunday,1,0,8,10,720,385,53.47,0,Cloudy,Winter,Low
TR782,Rajdhani Express,Mumbai,Ahmedabad,Mumbai-Ahmedabad,19-09-2025,06:07,Friday,0,0,4,14,1008,607,60.22,21,Fog,Summer,Medium
TR790,Garib Rath,Hyderabad,Pune,Hyderabad-Pune,17-11-2025,01:15,Monday,0,0,10,14,1008,965,95.73,19,Clear,Summer,High
TR861,Garib Rath,Chennai,Lucknow,Chennai-Lucknow,30-04-2025,14:36,Wednesday,0,0,7,16,1152,652,56.6,18,Fog,Summer,Low
TR551,Duronto Express,Mumbai,Pune,Mumbai-Pune,18-05-2025,11:47,Sunday,1,0,10,12,864,457,52.89,36,Rainy,Monsoon,Low
TR803,Garib Rath,Chennai,Vizag,Chennai-Vizag,01-04-2025,06:59,Tuesday,0,0,5,14,1008,894,88.69,0,Rainy,Summer,Medium
TR843,Garib Rath,Kolkata,Nagpur,Kolkata-Nagpur,04-12-2025,16:06,Thursday,0,0,2,10,720,519,72.08,24,Cloudy,Summer,Medium
TR479,Garib Rath,Hyderabad,Jaipur,Hyderabad-Jaipur,27-06-2025,20:56,Friday,0,0,9,19,1368,758,55.41,9,Rainy,Monsoon,Low
TR150,Rajdhani Express,Delhi,Lucknow,Delhi-Lucknow,14-03-2025,03:16,Friday,0,0,3,9,648,434,66.98,6,Clear,Winter,Medium
TR126,Shatabdi Express,Hyderabad,Vizag,Hyderabad-Vizag,15-07-2025,01:46,Tuesday,0,0,4,13,936,994,106.2,0,Fog,Summer,High
TR158,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,12-11-2025,17:23,Wednesday,0,0,9,16,1152,1089,94.53,7,Cloudy,Monsoon,High
TR222,Garib Rath,Delhi,Pune,Delhi-Pune,22-06-2025,23:43,Sunday,1,0,10,9,648,437,67.44,2,Clear,Summer,Medium
TR918,Intercity Express,Mumbai,Vizag,Mumbai-Vizag,27-08-2025,19:03,Wednesday,0,0,10,15,1080,553,51.2,7,Clear,Monsoon,Low
TR517,Duronto Express,Mumbai,Nagpur,Mumbai-Nagpur,19-07-2025,20:52,Saturday,1,0,7,11,792,692,87.37,17,Rainy,Winter,Medium
TR506,Duronto Express,Hyderabad,Nagpur,Hyderabad-Nagpur,01-08-2025,21:33,Friday,0,1,6,20,1440,845,58.68,24,Clear,Winter,Low
TR165,Intercity Express,Delhi,Lucknow,Delhi-Lucknow,05-11-2025,16:09,Wednesday,0,0,5,9,648,618,95.37,5,Cloudy,Winter,High
TR854,Shatabdi Express,Mumbai,Vizag,Mumbai-Vizag,28-11-2025,18:45,Friday,0,0,5,14,1008,682,67.66,25,Fog,Monsoon,Medium
TR383,Shatabdi Express,Chennai,Nagpur,Chennai-Nagpur,01-03-2025,14:33,Saturday,1,0,6,19,1368,743,54.31,0,Cloudy,Monsoon,Low
TR802,Shatabdi Express,Bangalore,Ahmedabad,Bangalore-Ahmedabad,14-12-2025,02:57,Sunday,1,1,1,8,576,513,89.06,25,Cloudy,Winter,Medium
TR524,Duronto Express,Chennai,Jaipur,Chennai-Jaipur,16-06-2025,20:40,Monday,0,0,4,9,648,433,66.82,22,Cloudy,Winter,Medium
TR156,Garib Rath,Hyderabad,Vizag,Hyderabad-Vizag,27-05-2025,10:10,Tuesday,0,0,1,12,864,529,61.23,34,Clear,Winter,Medium
TR478,Intercity Express,Kolkata,Vizag,Kolkata-Vizag,11-06-2025,20:47,Wednesday,0,0,3,16,1152,979,84.98,0,Fog,Winter,Medium
TR182,Garib Rath,Chennai,Nagpur,Chennai-Nagpur,22-05-2025,22:10,Thursday,0,0,1,10,720,414,57.5,0,Cloudy,Monsoon,Low
TR177,Duronto Express,Mumbai,Vizag,Mumbai-Vizag,11-04-2025,10:51,Friday,0,0,4,8,576,437,75.87,1,Clear,Summer,Medium
TR816,Intercity Express,Chennai,Ahmedabad,Chennai-Ahmedabad,12-03-2025,16:52,Wednesday,0,0,7,14,1008,722,71.63,0,Rainy,Monsoon,Medium
TR903,Shatabdi Express,Kolkata,Pune,Kolkata-Pune,11-09-2025,18:01,Thursday,0,0,5,15,1080,1053,97.5,12,Clear,Monsoon,High
TR719,Duronto Express,Bangalore,Nagpur,Bangalore-Nagpur,10-07-2025,11:55,Thursday,0,1,5,12,864,539,62.38,7,Cloudy,Summer,Medium
TR537,Shatabdi Express,Delhi,Vizag,Delhi-Vizag,05-10-2025,09:50,Sunday,1,1,7,17,1224,1133,92.57,15,Clear,Monsoon,High
TR965,Shatabdi Express,Bangalore,Lucknow,Bangalore-Lucknow,08-07-2025,01:38,Tuesday,0,0,4,11,792,565,71.34,6,Fog,Summer,Medium
TR377,Duronto Express,Kolkata,Pune,Kolkata-Pune,11-10-2025,04:20,Saturday,1,1,1,16,1152,756,65.62,61,Cloudy,Winter,Medium
TR707,Intercity Express,Mumbai,Nagpur,Mumbai-Nagpur,28-01-2025,15:10,Tuesday,0,0,6,13,936,950,101.5,0,Rainy,Winter,High
TR631,Garib Rath,Kolkata,Lucknow,Kolkata-Lucknow,23-04-2025,11:22,Wednesday,0,1,5,14,1008,723,71.73,20,Fog,Summer,Medium
TR847,Garib Rath,Mumbai,Nagpur,Mumbai-Nagpur,29-04-2025,15:55,Tuesday,0,0,7,17,1224,740,60.46,0,Cloudy,Monsoon,Medium
TR455,Garib Rath,Delhi,Jaipur,Delhi-Jaipur,22-06-2025,12:30,Sunday,1,0,3,9,648,535,82.56,21,Cloudy,Winter,Medium
TR184,Intercity Express,Hyderabad,Vizag,Hyderabad-Vizag,31-03-2025,14:40,Monday,0,1,1,20,1440,1232,85.56,1,Fog,Winter,Medium
TR526,Duronto Express,Delhi,Nagpur,Delhi-Nagpur,12-09-2025,03:06,Friday,0,0,8,11,792,468,59.09,7,Clear,Summer,Low
TR197,Intercity Express,Hyderabad,Lucknow,Hyderabad-Lucknow,06-07-2025,17:14,Sunday,1,0,6,9,648,368,56.79,4,Cloudy,Monsoon,Low
TR648,Rajdhani Express,Chennai,Jaipur,Chennai-Jaipur,21-06-2025,12:35,Saturday,1,0,4,12,864,557,64.47,12,Fog,Winter,Medium
TR462,Intercity Express,Bangalore,Pune,Bangalore-Pune,30-09-2025,19:00,Tuesday,0,0,2,17,1224,1214,99.18,14,Rainy,Winter,High
TR449,Garib Rath,Delhi,Vizag,Delhi-Vizag,14-08-2025,02:07,Thursday,0,0,3,19,1368,1409,103,14,Clear,Summer,High
TR958,Duronto Express,Chennai,Nagpur,Chennai-Nagpur,11-10-2025,23:15,Saturday,1,0,9,14,1008,531,52.68,0,Clear,Summer,Low
TR947,Garib Rath,Kolkata,Jaipur,Kolkata-Jaipur,27-05-2025,01:00,Tuesday,0,0,2,13,936,997,106.52,6,Cloudy,Winter,High
TR171,Intercity Express,Hyderabad,Vizag,Hyderabad-Vizag,18-12-2025,03:39,Thursday,0,0,10,9,648,550,84.88,5,Cloudy,Winter,Medium
TR598,Rajdhani Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,16-03-2025,20:34,Sunday,1,0,6,20,1440,1526,105.97,0,Cloudy,Monsoon,High
TR355,Rajdhani Express,Mumbai,Ahmedabad,Mumbai-Ahmedabad,16-03-2025,05:37,Sunday,1,0,3,15,1080,587,54.35,19,Fog,Winter,Low
TR548,Duronto Express,Bangalore,Vizag,Bangalore-Vizag,08-12-2025,10:56,Monday,0,1,7,9,648,581,89.66,23,Cloudy,Monsoon,Medium
TR259,Rajdhani Express,Chennai,Nagpur,Chennai-Nagpur,20-12-2025,23:11,Saturday,1,0,1,19,1368,842,61.55,9,Fog,Monsoon,Medium
TR321,Duronto Express,Chennai,Lucknow,Chennai-Lucknow,14-08-2025,01:48,Thursday,0,0,8,10,720,644,89.44,20,Cloudy,Monsoon,Medium
TR980,Garib Rath,Bangalore,Lucknow,Bangalore-Lucknow,17-05-2025,06:12,Saturday,1,0,7,9,648,453,69.91,20,Fog,Monsoon,Medium
TR990,Garib Rath,Bangalore,Vizag,Bangalore-Vizag,02-08-2025,12:27,Saturday,1,0,9,18,1296,714,55.09,26,Cloudy,Summer,Low
TR278,Duronto Express,Mumbai,Jaipur,Mumbai-Jaipur,03-09-2025,04:07,Wednesday,0,0,2,17,1224,722,58.99,15,Clear,Winter,Low
TR697,Duronto Express,Hyderabad,Jaipur,Hyderabad-Jaipur,12-04-2025,00:37,Saturday,1,0,2,19,1368,907,66.3,22,Rainy,Winter,Medium
TR359,Rajdhani Express,Mumbai,Nagpur,Mumbai-Nagpur,16-05-2025,04:26,Friday,0,0,9,12,864,452,52.31,29,Rainy,Monsoon,Low
TR731,Garib Rath,Hyderabad,Jaipur,Hyderabad-Jaipur,14-02-2025,11:59,Friday,0,0,4,13,936,765,81.73,31,Clear,Winter,Medium
TR743,Garib Rath,Chennai,Jaipur,Chennai-Jaipur,20-02-2025,15:51,Thursday,0,0,6,20,1440,1399,97.15,21,Fog,Monsoon,High
TR999,Rajdhani Express,Mumbai,Ahmedabad,Mumbai-Ahmedabad,04-06-2025,13:15,Wednesday,0,0,6,9,648,645,99.54,8,Fog,Summer,High
TR947,Rajdhani Express,Kolkata,Vizag,Kolkata-Vizag,09-02-2025,16:02,Sunday,1,0,9,14,1008,963,95.54,10,Cloudy,Winter,High
TR829,Duronto Express,Mumbai,Nagpur,Mumbai-Nagpur,06-04-2025,20:36,Sunday,1,0,2,18,1296,685,52.85,0,Rainy,Winter,Low
TR611,Garib Rath,Kolkata,Lucknow,Kolkata-Lucknow,28-04-2025,01:51,Monday,0,0,9,19,1368,1022,74.71,28,Fog,Winter,Medium
TR888,Rajdhani Express,Hyderabad,Pune,Hyderabad-Pune,05-01-2025,11:06,Sunday,1,0,4,11,792,828,104.55,11,Clear,Summer,High
TR996,Shatabdi Express,Kolkata,Nagpur,Kolkata-Nagpur,20-07-2025,23:45,Sunday,1,1,7,9,648,354,54.63,8,Clear,Monsoon,Low
TR177,Shatabdi Express,Chennai,Vizag,Chennai-Vizag,01-03-2025,01:01,Saturday,1,0,8,10,720,407,56.53,0,Clear,Winter,Low
TR624,Shatabdi Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,18-03-2025,01:12,Tuesday,0,0,2,19,1368,1091,79.75,10,Rainy,Monsoon,Medium
TR681,Shatabdi Express,Kolkata,Vizag,Kolkata-Vizag,24-12-2025,19:59,Wednesday,0,0,4,8,576,334,57.99,24,Fog,Winter,Low
TR138,Duronto Express,Delhi,Pune,Delhi-Pune,27-08-2025,02:12,Wednesday,0,0,9,15,1080,796,73.7,15,Rainy,Winter,Medium
TR470,Intercity Express,Delhi,Lucknow,Delhi-Lucknow,24-12-2025,22:42,Wednesday,0,0,2,20,1440,1398,97.08,0,Clear,Winter,High
TR100,Rajdhani Express,Delhi,Ahmedabad,Delhi-Ahmedabad,11-10-2025,16:16,Saturday,1,0,7,15,1080,641,59.35,0,Fog,Monsoon,Low
TR543,Garib Rath,Kolkata,Nagpur,Kolkata-Nagpur,11-02-2025,04:52,Tuesday,0,0,8,12,864,772,89.35,0,Cloudy,Monsoon,Medium
TR560,Duronto Express,Delhi,Ahmedabad,Delhi-Ahmedabad,02-03-2025,17:08,Sunday,1,0,6,8,576,389,67.53,12,Clear,Monsoon,Medium
TR657,Intercity Express,Bangalore,Pune,Bangalore-Pune,25-10-2025,06:11,Saturday,1,0,7,18,1296,1154,89.04,1,Clear,Winter,Medium
TR259,Garib Rath,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,13-03-2025,10:32,Thursday,0,0,6,10,720,482,66.94,55,Rainy,Summer,Medium
TR918,Intercity Express,Delhi,Lucknow,Delhi-Lucknow,05-07-2025,22:17,Saturday,1,0,2,14,1008,883,87.6,20,Cloudy,Winter,Medium
TR758,Duronto Express,Delhi,Nagpur,Delhi-Nagpur,08-04-2025,02:25,Tuesday,0,0,10,19,1368,698,51.02,15,Cloudy,Winter,Low
TR963,Shatabdi Express,Chennai,Ahmedabad,Chennai-Ahmedabad,07-12-2025,12:19,Sunday,1,0,1,14,1008,939,93.15,8,Fog,Monsoon,High
TR201,Duronto Express,Delhi,Ahmedabad,Delhi-Ahmedabad,18-09-2025,23:55,Thursday,0,0,9,12,864,757,87.62,15,Clear,Summer,Medium
TR590,Intercity Express,Hyderabad,Nagpur,Hyderabad-Nagpur,14-11-2025,14:17,Friday,0,0,7,17,1224,654,53.43,0,Clear,Monsoon,Low
TR670,Shatabdi Express,Chennai,Nagpur,Chennai-Nagpur,17-05-2025,22:11,Saturday,1,0,9,12,864,550,63.66,0,Cloudy,Winter,Medium
TR735,Duronto Express,Bangalore,Nagpur,Bangalore-Nagpur,24-01-2025,03:54,Friday,0,1,5,15,1080,1175,108.8,27,Fog,Summer,High
TR663,Duronto Express,Hyderabad,Jaipur,Hyderabad-Jaipur,06-12-2025,04:54,Saturday,1,1,6,8,576,412,71.53,10,Cloudy,Monsoon,Medium
TR385,Shatabdi Express,Chennai,Nagpur,Chennai-Nagpur,15-07-2025,10:55,Tuesday,0,0,1,16,1152,998,86.63,8,Cloudy,Summer,Medium
TR796,Intercity Express,Chennai,Ahmedabad,Chennai-Ahmedabad,17-07-2025,16:05,Thursday,0,0,3,19,1368,730,53.36,30,Clear,Summer,Low
TR145,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,10-06-2025,09:57,Tuesday,0,0,4,14,1008,965,95.73,10,Cloudy,Summer,High
TR807,Rajdhani Express,Bangalore,Vizag,Bangalore-Vizag,15-03-2025,13:23,Saturday,1,0,7,17,1224,648,52.94,9,Rainy,Winter,Low
TR389,Shatabdi Express,Delhi,Ahmedabad,Delhi-Ahmedabad,18-02-2025,06:35,Tuesday,0,0,7,16,1152,1024,88.89,19,Clear,Summer,Medium
TR852,Duronto Express,Delhi,Pune,Delhi-Pune,31-10-2025,06:08,Friday,0,1,10,9,648,454,70.06,18,Fog,Monsoon,Medium
TR788,Shatabdi Express,Chennai,Nagpur,Chennai-Nagpur,30-07-2025,17:43,Wednesday,0,1,6,8,576,315,54.69,7,Cloudy,Summer,Low
TR925,Shatabdi Express,Hyderabad,Lucknow,Hyderabad-Lucknow,17-06-2025,23:40,Tuesday,0,1,8,9,648,386,59.57,25,Fog,Summer,Low
TR518,Duronto Express,Kolkata,Jaipur,Kolkata-Jaipur,26-01-2025,14:06,Sunday,1,0,5,14,1008,568,56.35,0,Fog,Monsoon,Low
TR394,Garib Rath,Delhi,Vizag,Delhi-Vizag,21-01-2025,22:31,Tuesday,0,0,8,20,1440,976,67.78,0,Rainy,Summer,Medium
TR292,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,29-06-2025,12:39,Sunday,1,1,10,15,1080,986,91.3,2,Rainy,Winter,High
TR556,Duronto Express,Bangalore,Vizag,Bangalore-Vizag,19-04-2025,06:26,Saturday,1,0,6,9,648,681,105.09,11,Clear,Monsoon,High
TR190,Shatabdi Express,Bangalore,Lucknow,Bangalore-Lucknow,31-08-2025,06:59,Sunday,1,0,7,8,576,509,88.37,5,Rainy,Winter,Medium
TR218,Shatabdi Express,Bangalore,Nagpur,Bangalore-Nagpur,28-04-2025,13:57,Monday,0,0,5,14,1008,1096,108.73,0,Rainy,Monsoon,High
TR296,Garib Rath,Delhi,Lucknow,Delhi-Lucknow,24-01-2025,21:20,Friday,0,0,6,17,1224,1290,105.39,19,Fog,Monsoon,High
TR765,Duronto Express,Mumbai,Lucknow,Mumbai-Lucknow,08-03-2025,14:47,Saturday,1,0,1,17,1224,1282,104.74,0,Clear,Monsoon,High
TR587,Intercity Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,19-04-2025,11:07,Saturday,1,0,7,16,1152,892,77.43,11,Clear,Summer,Medium
TR375,Duronto Express,Mumbai,Jaipur,Mumbai-Jaipur,07-04-2025,20:30,Monday,0,0,5,14,1008,818,81.15,20,Clear,Monsoon,Medium
TR473,Duronto Express,Hyderabad,Pune,Hyderabad-Pune,09-12-2025,11:21,Tuesday,0,0,9,17,1224,1099,89.79,15,Cloudy,Summer,Medium
TR456,Intercity Express,Hyderabad,Jaipur,Hyderabad-Jaipur,01-08-2025,21:52,Friday,0,0,1,15,1080,787,72.87,29,Rainy,Winter,Medium
TR694,Intercity Express,Delhi,Pune,Delhi-Pune,27-08-2025,23:14,Wednesday,0,1,10,10,720,461,64.03,22,Clear,Monsoon,Medium
TR746,Intercity Express,Kolkata,Pune,Kolkata-Pune,03-04-2025,20:55,Thursday,0,0,6,8,576,299,51.91,17,Rainy,Winter,Low
TR132,Duronto Express,Chennai,Jaipur,Chennai-Jaipur,23-07-2025,03:48,Wednesday,0,0,5,16,1152,1214,105.38,14,Rainy,Monsoon,High
TR873,Intercity Express,Delhi,Pune,Delhi-Pune,19-11-2025,14:22,Wednesday,0,0,10,14,1008,543,53.87,0,Fog,Summer,Low
TR876,Shatabdi Express,Bangalore,Jaipur,Bangalore-Jaipur,23-10-2025,10:52,Thursday,0,0,2,13,936,851,90.92,0,Rainy,Winter,High
TR646,Rajdhani Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,07-07-2025,06:17,Monday,0,0,5,19,1368,991,72.44,26,Clear,Summer,Medium
TR360,Duronto Express,Delhi,Jaipur,Delhi-Jaipur,21-07-2025,14:58,Monday,0,0,5,20,1440,1424,98.89,0,Cloudy,Monsoon,High
TR331,Garib Rath,Delhi,Jaipur,Delhi-Jaipur,20-06-2025,13:43,Friday,0,0,4,9,648,633,97.69,0,Clear,Winter,High
TR131,Garib Rath,Mumbai,Pune,Mumbai-Pune,05-04-2025,02:36,Saturday,1,1,4,14,1008,990,98.21,14,Fog,Summer,High
TR523,Intercity Express,Bangalore,Lucknow,Bangalore-Lucknow,27-04-2025,10:38,Sunday,1,1,1,18,1296,1173,90.51,8,Fog,Monsoon,High
TR994,Intercity Express,Hyderabad,Pune,Hyderabad-Pune,11-06-2025,07:25,Wednesday,0,0,2,15,1080,1032,95.56,0,Fog,Monsoon,High
TR510,Garib Rath,Delhi,Pune,Delhi-Pune,09-08-2025,12:27,Saturday,1,0,1,18,1296,934,72.07,0,Rainy,Summer,Medium
TR743,Duronto Express,Chennai,Pune,Chennai-Pune,30-03-2025,02:13,Sunday,1,0,10,20,1440,1331,92.43,9,Fog,Monsoon,High
TR701,Rajdhani Express,Hyderabad,Lucknow,Hyderabad-Lucknow,20-01-2025,08:26,Monday,0,0,9,13,936,720,76.92,31,Rainy,Winter,Medium
TR617,Intercity Express,Hyderabad,Lucknow,Hyderabad-Lucknow,20-04-2025,19:08,Sunday,1,0,5,12,864,912,105.56,16,Rainy,Monsoon,High
TR247,Intercity Express,Chennai,Lucknow,Chennai-Lucknow,11-10-2025,10:46,Saturday,1,0,6,17,1224,1252,102.29,7,Rainy,Winter,High
TR417,Shatabdi Express,Mumbai,Lucknow,Mumbai-Lucknow,24-01-2025,11:43,Friday,0,0,9,18,1296,714,55.09,31,Cloudy,Summer,Low
TR965,Intercity Express,Kolkata,Pune,Kolkata-Pune,01-09-2025,20:22,Monday,0,0,6,14,1008,957,94.94,0,Fog,Winter,High
TR524,Shatabdi Express,Chennai,Lucknow,Chennai-Lucknow,04-04-2025,08:56,Friday,0,0,1,9,648,657,101.39,16,Rainy,Monsoon,High
TR899,Shatabdi Express,Kolkata,Nagpur,Kolkata-Nagpur,15-08-2025,12:19,Friday,0,0,4,14,1008,1108,109.92,17,Fog,Winter,High
TR965,Shatabdi Express,Kolkata,Ahmedabad,Kolkata-Ahmedabad,02-10-2025,23:51,Thursday,0,0,3,16,1152,668,57.99,0,Rainy,Winter,Low
TR578,Duronto Express,Chennai,Ahmedabad,Chennai-Ahmedabad,25-03-2025,17:49,Tuesday,0,0,5,10,720,623,86.53,5,Rainy,Monsoon,Medium
TR837,Intercity Express,Chennai,Ahmedabad,Chennai-Ahmedabad,30-07-2025,00:21,Wednesday,0,1,2,11,792,712,89.9,11,Clear,Summer,Medium
TR123,Rajdhani Express,Bangalore,Vizag,Bangalore-Vizag,16-05-2025,09:08,Friday,0,0,4,20,1440,1219,84.65,0,Clear,Monsoon,Medium
TR191,Rajdhani Express,Delhi,Jaipur,Delhi-Jaipur,27-02-2025,13:40,Thursday,0,0,2,15,1080,881,81.57,8,Fog,Monsoon,Medium
TR111,Rajdhani Express,Kolkata,Jaipur,Kolkata-Jaipur,22-06-2025,16:22,Sunday,1,0,9,9,648,578,89.2,7,Clear,Winter,Medium
TR138,Garib Rath,Mumbai,Ahmedabad,Mumbai-Ahmedabad,17-03-2025,13:11,Monday,0,0,8,15,1080,957,88.61,25,Clear,Winter,Medium
TR205,Intercity Express,Bangalore,Vizag,Bangalore-Vizag,23-08-2025,06:00,Saturday,1,0,4,19,1368,691,50.51,0,Rainy,Winter,Low
TR630,Rajdhani Express,Bangalore,Vizag,Bangalore-Vizag,22-06-2025,19:00,Sunday,1,0,5,18,1296,1146,88.43,3,Rainy,Summer,Medium
TR638,Intercity Express,Delhi,Pune,Delhi-Pune,28-03-2025,08:22,Friday,0,1,3,19,1368,1390,101.61,0,Rainy,Summer,High
TR809,Intercity Express,Bangalore,Nagpur,Bangalore-Nagpur,28-05-2025,04:21,Wednesday,0,1,10,11,792,730,92.17,23,Fog,Monsoon,High
TR578,Shatabdi Express,Delhi,Pune,Delhi-Pune,03-08-2025,10:52,Sunday,1,0,1,19,1368,1062,77.63,39,Clear,Monsoon,Medium
TR437,Garib Rath,Hyderabad,Pune,Hyderabad-Pune,03-09-2025,23:01,Wednesday,0,1,10,13,936,960,102.56,0,Rainy,Monsoon,High
TR719,Garib Rath,Kolkata,Lucknow,Kolkata-Lucknow,11-02-2025,22:10,Tuesday,0,0,7,9,648,388,59.88,22,Rainy,Monsoon,Low
TR353,Garib Rath,Bangalore,Ahmedabad,Bangalore-Ahmedabad,28-02-2025,21:37,Friday,0,0,10,16,1152,978,84.9,0,Rainy,Monsoon,Medium
TR925,Duronto Express,Kolkata,Vizag,Kolkata-Vizag,09-02-2025,09:47,Sunday,1,0,8,15,1080,949,87.87,0,Fog,Monsoon,Medium
TR162,Garib Rath,Chennai,Pune,Chennai-Pune,02-02-2025,05:21,Sunday,1,0,3,18,1296,763,58.87,0,Fog,Winter,Low
TR451,Rajdhani Express,Chennai,Vizag,Chennai-Vizag,27-08-2025,17:35,Wednesday,0,1,5,13,936,675,72.12,14,Clear,Monsoon,Medium
TR859,Rajdhani Express,Kolkata,Vizag,Kolkata-Vizag,24-08-2025,18:35,Sunday,1,0,7,14,1008,824,81.75,18,Cloudy,Monsoon,Medium
TR296,Duronto Express,Mumbai,Nagpur,Mumbai-Nagpur,06-12-2025,17:18,Saturday,1,0,4,12,864,854,98.84,27,Clear,Monsoon,High
TR893,Intercity Express,Kolkata,Nagpur,Kolkata-Nagpur,30-09-2025,14:21,Tuesday,0,0,6,10,720,726,100.83,8,Rainy,Monsoon,High
TR358,Rajdhani Express,Bangalore,Lucknow,Bangalore-Lucknow,25-04-2025,05:37,Friday,0,0,5,11,792,733,92.55,12,Cloudy,Summer,High
TR980,Shatabdi Express,Hyderabad,Nagpur,Hyderabad-Nagpur,01-10-2025,02:49,Wednesday,0,1,7,11,792,796,100.51,32,Clear,Winter,High
TR466,Duronto Express,Bangalore,Jaipur,Bangalore-Jaipur,23-12-2025,06:26,Tuesday,0,0,7,8,576,425,73.78,0,Cloudy,Summer,Medium
TR639,Duronto Express,Hyderabad,Lucknow,Hyderabad-Lucknow,27-06-2025,14:07,Friday,0,0,7,19,1368,984,71.93,0,Clear,Monsoon,Medium
TR189,Intercity Express,Chennai,Nagpur,Chennai-Nagpur,16-11-2025,06:16,Sunday,1,0,6,19,1368,1390,101.61,0,Clear,Winter,High
TR162,Rajdhani Express,Delhi,Jaipur,Delhi-Jaipur,27-05-2025,00:50,Tuesday,0,0,5,17,1224,801,65.44,9,Clear,Summer,Medium
